sr_no,district,division,code_no,factory_name,type,tcd,crushing_mt,recovery_pct_2425,frp_rate_pmt,actual_price_payable_lakh,avg_ht_pmt_2425,net_frp_pmt,total_net_frp_payable_lakh,total_ht_paid_lakh,total_frp_paid_incl_ht_lakh,total_frp_paid_excl_ht_lakh,arrears_lakh,pct_frp_paid
155,Chh. Sambhajinagar,jeoBujfet|qtuEs MHO,69056.0,Ghrishneshwar Sugars Pvt. Ltd. Gadana. Tal.Khultabad Dist. Chh. Sambhajinagar,Pvt.,2000.0,227178.0,10.51,3639.96,8269.19,1055.77,2584.19,5870.71,2398.48,7104.21,4705.73,1164.98,80.16
156,Chh. Sambhajinagar,e,20601.0,"Karmayogi Ankushrao Tope Samarth SSK Ltd. Unit I Ankushnagar, Tal. Ambad, Dist. Jalna",Coop,7500.0,773030.0,11.072,3834.41,29641.16,917.09,2917.32,22551.77,7089.38,25413.42,18324.04,4227.73,81.25
157,Jalna,Chh. Sambhajinagar,63601.0,"Karmayogi Ankushrao Tope Samarth SSK Ltd. Unit-2 Po.Tirthapuri, Tal. Ghansawangi, Dist. Jalna",Coop,2500.0,353600.0,10.934,3786.66,13389.64,854.42,2932.24,10368.41,3021.23,11414.79,8393.56,1974.85,80.95
158,Jalna,Chh. Sambhajinagar,40201.0,"Shraddha Energy and Infra Products Pvt. Ltd. Varfal, Tal. Partur, Dist.Jalna",Pvt.,4500.0,707560.0,10.92,3781.82,26758.65,938.12,2843.7,20120.88,6637.76,21.0,14523.64,5597.24,72.18
159,Jalna,Chh. Sambhajinag,63801.0,"Samurdhi Sugars Ltd. Rcnukanagar, Devidehcgaon, Tal.Ghansawangi, Dist.Jalna",Pvt.,4500.0,525245.0,11.02,3816.42,20045.56,958.9,2857.52,15008.98,5036.57,15657.57,10621.0,4387.98,70.76
160,Jalna,jnSnuifeqqmcs,46401.0,Shri.Rameshwar SSK Ltd. Siporabazar Tal.Bhokardan. Dist.Jalna.,Coop,2500.0,172899.0,8.84,3290.5,5689.24,993.11,2297.39,3972.16,1717.08,5900.46,4183.38,-211.22,100.0
161,Beed,Chh. Sanibhaj inagar,3560.0,Loknete Sundarraoji Solankc Manjalgaon SSK Ltd. Sundemagar -Talegaon. Tal.Majalgaon. Dist. Beed,Coop,5000.0,562208.17,10.07,3487.72,19608.25,905.86,2581.86,14515.43,5092.82,15817.73,10724.91,3790.52,73.89
162,Beed,Chh. Sambhajinagar,69033.0,"Chhatrapati SSK Ltd. Sonajinagar, Savargaon, Tal. Majalgaon, District Beed",Coop,2500.0,352100.0,9.505,3292.23,11591.94,872.5,2419.73,8519.87,3072.07,6314.38,3242.31,5277.56,38.06
163,Beed,Chh. Sambhajina,19801.0,"Jaibhavani SSK Ltd. Shivajinagar, Tal.Gevrai. Dist. Beed",Coop,5000.0,493955.0,10.412,3606.05,17812.27,966.41,2639.64,13038.64,4773.63,14594.25,9820.62,3218.02,75.321
164,Chh. Sambhajinagar,22,52401.0,"Jai Mahesh NSL Sugar, Majalgaon N. S. L. Sugar Ltd. Tal. Majalgaon, District Beed",Pvt.,7000.0,897028.0,10.214,3537.54,31732.76,955.81,2581.73,23158.88,8573.88,20726.45,12152.57,11006.31,52.47
165,Beed,Chh. Sambhajinagar,68901.0,"Yedeshwari Agro Products Ltd., Anandgaon, Kej, Dist Beed",Pvt.,6500.0,806405.0,10.037,3476.3,28033.07,1043.86,2432.44,19615.33,8417.74,21274.99,12857.25,6758.08,65.55
166,Beed,Chh. Sambhajinagar,37601.0,Dr.V.V.Patil ssk / Gatga mauli sugar pvt. Ta. Kej. Dist. Beed,Coop,4900.0,485500.0,11.14,3857.94,18730.3,1045.92,2812.02,13652.36,5077.94,17583.1,12505.16,1147.2,91.6
167,Beed,Chh. Sambhajinagar,50101.0,Onkar sakhar karkhana unit no.8 (vaidyanath Sahakari sakhar karkhana ) ltd. Pangari.. ta. Parali.,Coop,4500.0,209460.0,9.879,3421.63,7166.95,1188.05,2233.58,4678.47,2488.49,5676.87,3188.38,1490.09,68.15
168,Beed,Chh. Sambhajinagar,19701.0,Ambajogai SSK Ltd./\mbasakhar Tal.Ambajogai Dist.Beed.,Coop,2500.0,158499.0,10.25,3550.0,5626.71,997.93,2552.07,4045.01,1581.71,3500.22,1918.51,2126.5,47.43
169,Beed,Chh. Sambhajinagar,20001.0,Gajanan ssk / DVP Comoditi export pvt ltd..Rajuri,Coop,1250.0,156966.0,8.608,3290.5,5164.97,1137.25,2153.25,3379.87,1785.1,4324.12,2539.02,840.85,75.12
170,Parbhani,Nanded,63201.0,"Gangakhcd Sugar and Energy Ltd. Makhani, Tal.Gangakhcd, Dist.Parbhani",Pvt.,6000.0,684280.0,10.158,3518.06,24073.41,1184.44,2333.62,15968.52,8104.89,18685.79,10580.9,5387.62,66.26
171,Parbhani,Nanded,52201.0,"Yogeshwari Sugar Industries Ltd. Limba, Tal. Pathri. Dist.Parbhani",Pvt.,1500.0,301955.0,10.03,3473.88,10489.55,893.9,2579.98,7790.38,2699.18,8201.83,5502.65,2287.73,70.63
172,Parbhani,Nanded,69017.0,"Baliraja Sugar Factory Ltd. Kandkhcd, Tal.Puma, Dist. Parbhani",Pvt.,3500.0,619440.0,11.476,3974.2,24617.76,845.62,3128.58,19379.65,5238.11,18147.28,12909.17,6470.48,66.61
173,Parbhani,Nanded,19501.0,"Shri. Renuka Sugar Ltd. Dcvanandra, Tal. Pathri. Dist.Parbhani",Pvt.,1250.0,177570.0,11.17,3868.32,6868.98,906.15,2962.17,5259.93,1609.05,5817.11,4208.06,1051.87,80.0
174,Parbhani,o n Z,39201.0,"Srilakshmi Nrisimha Sugar LLP Amdapur, Tal. Parbhani, Dist. Parbhani",Pvt,2500.0,446410.0,10.14,3511.94,15677.65,1021.72,2490.22,11116.59,4561.06,10508.35,5947.29,5169.3,53.5
175,Parbhani,z,68601.0,"Twenty One Sugar Ltd. Uttamnagar, Devinagar Tanda. Saikheda. Tal. Sonpeth, Dist. Parbhani",Pvt.,10000.0,641525.0,10.169,3521.97,22594.34,1065.66,2456.31,15757.87,6836.48,18623.6,11787.12,3970.75,74.8
176,Parbhani,z,69063.0,"Shri Tuljabhavani Sugar ltd, Adgoan, Tal. Selu, Dist, Parbhani",Pvt.,3500.0,58775.0,10.045,3479.07,2044.82,887.53,2591.54,1523.18,521.65,525.97,4.32,1518.86,0.28
177,Hingoli,z,19401.0,"Bhaurao Chavan SSK Ltd. Dongarkada, Unit 2,Tal.Kalamanuri, Dist. Hingoli",Coop,1800.0,190340.0,10.968,3798.43,7229.93,866.69,2931.74,5580.27,1649.66,6263.3,4613.64,966.63,82.68
178,Hingoli,Nanded,19601.0,"Puma SSK Ltd.Tal.Basmat Nagar, Dist. I lingoli",Coop,2500.0,393880.0,10.707,3708.12,14605.55,885.88,2822.24,11116.25,3489.3,12163.31,8674.01,2442.24,78.03
179,Hingoli,Nanded,49701.0,"Kapishwar Sugar and Chemical Ltd. JawalaBazar, Tal.Aundha Nagnath, Dist. Hingoli",Pvt.,2500.0,354170.0,10.491,3633.39,12868.36,846.25,2787.14,9871.2,2997.16,11851.49,8854.33,1016.87,89.7
180,Hingoli,papucN,69031.0,"Tokai SSK Ltd. Kurunda. Tal.Basmatnagar., Dist.Hingoli",Coop,1250.0,133280.0,10.15,3515.4,4685.33,890.36,2625.04,3498.65,1186.67,2374.62,1187.95,2310.7,33.95
181,Hingoli,Nanded,69050.0,"Shiur Sugar Factory Pvt. Ltd. Wakodi. Tal.Kalmanuri, Dist. Hingoli",Pvt.,2500.0,456234.0,9.8,3394.3,15485.95,910.72,2483.58,11330.94,4155.01,16723.05,12568.04,-1237.1,100.0
182,Nanded,Nanded,40101.0,"Bhaurao Chavan SSK Ltd. Lakshminagar, U-l, Tal.Ardhapur, Dist. Nanded",Coop,3500.0,342795.0,10.54,3650.34,12513.18,888.38,2761.96,9467.86,3045.32,11375.76,8330.44,137.42,87.99
183,Nanded,Nanded,39101.0,"Shri Subhash Sugar Pvt. Ltd. Hadgaon, Tal. Hadgaon, Dist. Nanded",Pvt.,3500.0,527039.0,9.5,3290.5,17342.22,833.98,2456.52,12946.82,4395.4,18892.24,14496.84,-1550.02,100.0
184,Nanded,Z,32301.0,"M. V. K. Angro Foods Products Ltd. Waghalwada, Umri, Tal. Nanded, Dist. Nanded",Pvt.,2500.0,245510.0,9.776,3386.0,8312.96,906.57,2479.43,6087.24,2225.72,8658.89,6433.17,-345.93,100.0
185,Nanded,Z,39301.0,"Kunturkar Sugar and Agro Pvt. Ltd. Kuntur, Tal.Naigaon,",Pvt.,2500.0,278580.0,10.4,3601.9,10034.17,950.36,2651.54,7386.66,2647.51,7112.05,4464.54,2922.12,60.44
186,Nanded,Nanded,69045.0,"Twenty-One Sugar Ltd: U-3, Shivani, Tq. Loha",Pvt.,3500.0,353180.0,10.421,3609.17,12746.85,1078.76,2530.41,8936.89,3809.96,9936.04,6126.08,2.0,68.55
187,Nanded,Nanded,53009.0,"Shivaji Service Station, Manjari, Tal. Mtikhed, Dist. Nanded.",PM.,1250.0,177620.0,10.07,3487.72,6194.89,865.24,2622.48,4658.05,1536.84,5548.07,4011.23,646.82,86.111
188,Nanded,3,20901.0,V. V. D. Manzra SSK Ltd: Latur,Coop,7000.0,602600.0,11.866,4109.14,24761.65,931.52,3177.62,19148.31,5613.34,22184.85,16571.51,2576.8,86.54
189,Nanded,«5,52003.0,"Vilas SSK Ltd. Vaishalinagar, U-l Niwali, Tal.& Dist. Latur",Coop,3500.0,502060.0,11.751,4069.35,20430.56,957.9,3111.45,15621.33,4809.23,18615.91,13806.68,1814.65,88.38
190,Nanded,2,53003.0,"Vilas SSK Ltd. Unit-2, TondanTal. Udgir, Dist. Latur",Coop,3000.0,378540.0,12.004,4156.88,15735.47,1025.16,3131.72,11854.83,3880.64,14290.63,10409.99,1444.84,87.81
191,Latur,Nanded,54801.0,Rena SSK Ltd; Niwada,Coop,4900.0,424359.0,11.618,4023.33,17073.35,854.18,3169.15,13448.56,3624.79,15294.67,11669.88,1778.68,86.77
192,Latur,Nanded,53001.0,"Sant Shormani Marot, Maharaj SSK Ltd:",Coop,2000.0,187426.0,11.16,3864.86,7243.75,891.07,2973.79,5573.66,1670.1,6824.31,5154.21,419.45,92.47
193,Latur,c,39701.0,"Siddhi Sugar and Allied Industries Ltd. Ujna, Tal.Ahmedpur, Dist.Latur",Pvt.,4000.0,427595.0,10.902,3775.59,16144.24,1177.63,2597.96,11108.76,5035.49,12858.66,7823.17,3285.59,70.42
194,Latur,Nanded,65901.0,"Jagruti Sugar and Allied Industries Ltd. Talcgaon, Tal.Devani. Dist. Latur",Pvt.,4800.0,489900.0,11.73,4062.08,19900.13,899.92,3162.16,15491.42,4408.71,17881.14,13472.43,2018.99,86.97
195,Nanded,2,58901.0,"Shri. Saibaba Sugar Ltd., Shivani, Dist. Latur",PM.,2500.0,75100.0,8.39,3290.5,2471.17,926.14,2364.36,1775.63,695.53,2111.1,1415.57,360.06,79.72
196,Latur,Nanded,69058.0,"Twenty One Sugars Ltd. U-l, Malvati, Tal.& Dist. Latur",Pvt.,10000.0,722958.0,11.421,3955.17,28594.19,1082.84,2872.33,20765.71,7828.48,21332.41,13503.93,7261.78,65.03
197,Latur,Nanded,38501.0,"Onkar Sakhar Karkhana Ltd: Ambulga, Tq.Nilaga",PM.,2500.0,301477.0,11.741,4065.89,12257.71,1153.84,2912.05,8779.15,3478.56,11464.7,7986.14,793.01,90.97
198,Nanded,2,21001.0,"Shctkari SSK Ltd: Killari, Tq. Ausa",Coop,1250.0,214390.0,10.047,3479.76,7460.26,874.55,2605.21,5585.31,1874.95,4309.51,2434.56,3150.75,43.59
199,Latur,Z,51301.0,"Panngeshwar Sugar Mills Ltd; Pangaon, Tq. Renapur",Pm.,1250.0,77895.0,9.927,3438.24,2678.22,854.18,2584.06,2012.86,665.36,2373.95,1708.59,304.27,84.88
200,Yawatmal,Amarawati,39801.0,"Natural Sugar and Allied Industries Ltd. Gunj - Savannah, Tal.Mahagaon, Dist. Yavatmal",PM.,2500.0,476392.245,11.409,3951.01,18822.32,984.81,2966.2,14130.77,4691.56,17554.15,12862.59,1268.18,91.03
201,Yawatmal,Amarawati,36201.0,"Deccan Sugar Pvt Ltd Devrao Patilnagar Mangalore, Tal. &Dist. Yavatmal",Pvt.,2500.0,301848.751,10.37,3591.52,10840.96,970.94,2620.58,7910.19,2930.77,6704.46,3773.69,4136.5,47.71
202,Yawatmal,Amarawati,19301.0,Bhairavnath sugar work ltd( Lease unit of vasant ssk),Coop,2500.0,115870.0,10.485,3631.31,4207.6,1159.15,2472.16,2864.49,1343.11,3993.71,2650.6,213.89,92.53
203,Buldhana,Amarawati,52005.0,Painganga Sugar Factory Pvt. Warud Dhad. Dist. Buldhana,Pvt.,800.0,182539.24,10.086,3493.26,6376.56,1109.96,2383.3,4350.45,2026.11,5884.5,3858.39,492.06,88.69
204,Nagpur,Nagpur,55701.0,Manas Agro Industries & Infrastructure Ltd. Unit-1 Bela. Tal-Umred. Dist. Nagpur,Pvt,2500.0,83930.0,10.348,3583.91,3007.97,1204.56,2379.35,1996.99,1010.99,2921.46,1910.47,86.52,95.67
205,Bhandara,Nagpur,32001.0,"Manas Agro Industries and Infrastructur ltd. Unit-4, Devhada Mohadi. Tal& Dist. Bhandara.",Pvt,2000.0,54265.0,10.48,3629.58,1969.59,1193.71,2435.87,1321.82,647.77,1918.37,1270.6,51.22,96.12
206,Bhandara,Nagpur,67701.0,Natural Growers Private Ltd. Ta. Lakhandur mini Industrial area,Pvt,600.0,32250.0,10.07,3487.72,1124.79,1043.0,2444.72,788.42,336.37,1078.12,741.75,46.67,94.08
